id	title	title_en	keywords_en	keywords_fr	authors	date	langue	translated
25817	L’industrie minière et le développement urbain en milieu nordique : l’exemple de Fermont au Québec	The Mining Industry and Urban Development in the North: The Case of Fermont in Quebec	Resilience,Fermont,Mining Industry,Northern Settlement,Urban Planning,North,Quebec	résilience,Fermont,industrie minière,ville nordique,urbanisme,nord,Québec	Simard Martin,Brisson Carl	2013-04-08	fr	true
25843	Cartographier les territorialités indigènes dans les Andes boliviennes : enjeux politiques, défis méthodologiques	Mapping Indigenous territorialities in the Bolivian Andes : political and methodological issues	indigenous peoples,territory,State,mapping,decolonization,development aid,geopolitics,Bolivia,Andes,ayllu,Tierra Comunitaria de Origen (TCO)	peuples indigènes,territoire,État,cartographie,décolonisation,aide au développement,géopolitique,Bolivie,Andes,ayllu,Terre communautaire d’origine TCO	Hirt Irène,Lerch Louca	2013-04-10	fr	true
25907	La ville en terre au Mali	The City in Earth: Construction Site as Heritage in Mali	West Africa,urban heritage,appropriation,ontology	Afrique de l’Ouest,patrimoine urbain,appropriation de l’espace,ontologie	Laureau Vincent	2013-04-18	fr	true
25860	La répartition de la population âgée dans huit métropoles canadiennes de 1981 à 2006 : un groupe de moins en moins ségrégué	Changes in the spatial distribution of the elderly in eight Canadian metropolises from 1981 to 2006 : a decreasing segregation	seniors,spatial distribution,ageing,Canada,metropolises,residential segregation,indices	personnes âgées,distribution spatiale,vieillissement,métropoles,Canada,ségrégation résidentielle,indices	Séguin Anne-Marie,Apparicio Philippe,Negron Paula	2013-04-11	fr	true
25870	La ville américaine en classe de terminale, 1905-2004	American City in French school geography, 1905-2004	American cities,school geography,representations,tentacular city,modernity,Chicago,New York,Los Angeles,Megalopolis	Ville,États-Unis,géographie scolaire,représentations,ville tentaculaire,modernité,Chicago,New York,Los Angeles,Mégalopolis	Wastable Marielle	2013-04-12	fr	true
25881	La coopération transfrontalière un levier potentiel des réconciliations interethniques en ex-Yougoslavie ? Une approche critique.		Enlargement of the European Union,Cross-border cooperation,Interethnic reconciliations,Former Yugoslavia	Élargissement de l’Union européenne,Coopération transfrontalière,Réconciliations interethniques,Ex-Yougoslavie	Blondel Cyril	2013-04-13	fr	false
25892	Croissance urbaine et accessibilité : intérêts et limites de l’approche par les densités dans une perspective de modélisation de l’usage du sol	Urban growth and accessibility: interest and limits of density approach for a LUTI model perspective	Bussière model,accessibility,density,urban growth,LUTI model	modèle de Bussière,accessibilité,densité,croissance urbaine,modèle transport-urbanisme	Bonnel Patrick,Bouzouina Louafi,Monchambert Guillaume	2013-04-15	fr	true
25900	Modélographie multi-agents de la simulation des interactions sociétés-environnement et de l’émergence des villes	Agent-based Modelography of the simulation of society - environment interactions and the emergence of cities	agent-based modeling,environment and society interaction,emergence of cities	modélisation multi-agents,interaction société-environnement,émergence des villes	Schmitt Clara,Pumain Denise	2013-04-16	fr	true
25910	« Essentiel paysage » : l’herbier imaginaire d’Aimé Césaire	“Essential landscape”: Aimé Césaire's imaginary herbarium	Césaire,imaginaire,landscape,nature,Martinique,botany,herbarium	Césaire,imaginaire,paysage,nature,Martinique,botanique,herbier	Constans Michèle	2013-05-02	fr	true
25954	La logique ternaire de Stéphane Lupasco et le raisonnement géocartographique bioculturel d’Homo geographicus	The ternary logic of Stephane Lupasco and the biocultural geocartographic reasoning of Homo geographicus: the contribution of the concept of transdisciplinary coupling to the study of morphological aggregation of urban agglomerations.	Allometry,Aggregation,Coupling,Ecological Footprint,Energy,Geocartography,Antagonistic Ternary Logic,Lotka-Volterra Model,Memory,System of Cities,Transdisciplinarity	Allométrie,Agrégation,Couplage,Empreinte écologique,Energie,Géocartographie,Logique ternaire antagoniste,Modèle de Lotka-Volterra,Mémoire,Système de villes,Transdisciplinarité	Reymond Henri,Cauvin Colette	2013-06-28	fr	true
25919	De l’usage de la photo elicitation interview pour appréhender les paysages du quotidien : retour sur une méthode productrice d’une réflexivité habitante	The use of photo elicitation interview to grasp everyday landscapes : About a method able to produce an introspective inhabitant	photo elicitation interview,visual studies,photography,speech,thinking process,inhabitant,everyday landscape,representation	photo elicitation interview,méthodologie d’enquête,visual studies,photographie,discours,réflexivité,habitant,paysages du quotidien,représentation	Bigando Eva	2013-05-17	fr	true
25932	Les bienfaits de la mondialisation				Pumain Denise	2013-05-14	fr	false
25933	The benefits of globalisation				Pumain Denise,Hobson Victoria	2013-05-14	en	false
25934	City Heritage Tourism without Heirs		Jewish heritage,tourism,heritagisation,authenticity,commodification of culture	patrimoine Juif,tourisme,patrimonialisation,authenticité,marchandisation de la culture	Sandri Olivia	2013-05-28	en	false
25945	Neal Z. P., 2013, The Connected City, How Networks are Shaping the Modern Metropolis, Routledge, New York, 255 p.	Neal Z. P., 2013, The Connected City, How Networks are Shaping the Modern Metropolis, Routledge, New York, 255 p.			Dupuy Gabriel	2013-05-30	fr	true
25946	Ferretti F., 2012, Elisée Reclus. Lettres de prison et d’exil, Lardy, À la frontière, 159 p.				Gauthier Lionel	2013-06-01	fr	false
25977	Quelle « place » pour des pêcheurs urbains ? Le cas de Bamako (Mali)	Which “place” for urban fishermen? The case of Bamako (Mali)	Mali,Bamako,Niger river,urban fishing,water territory,fishing camp,urban environment,technological innovation, urban megaproject,urbanity	Mali,Bamako,fleuve Niger,pêche urbaine,territoire aquatique,campement de pêcheur,environnement urbain,innovation technologique,grand projet urbain,urbanité	la) Kévin Croix (de,Ferry Luc,Landy Frédéric,Traoré Boureïma,Muther Nadine,Tangara Bekaye,Martin Didier	2013-07-24	fr	true
26002	Growth dynamic of retail locations: a methodological approach using a logistic model		retail,modeling,logistic model,Porto Alegre	commerce,modélisation,modèle logistique,Porto Alegre	Maraschin Clarice,Krafta Romulo	2013-08-02	en	false
26007	Institutions, société civile et héritage de la Loi martiale dans l’aménagement de la baie de Manille (Metro-Manila, Philippines)		Manila,Metro-Manila,Manila Bay,Martial Law,urban plans,governance,civil society	Manille,Metro-Manila,baie de Manille,Loi Martiale,aménagements urbains,gouvernance,société civile	Guéguen Catherine	2013-08-01	fr	false
26021	Piantoni F., 2011, Migrants en Guyane, Arles, Actes Sud / Musée des cultures guyanaises, 176 p.				Jolivet Violaine	2013-08-07	fr	false
26023	Cattan N., Leroy S., avec Marin C. (cartographie), 2013, Atlas mondial des sexualités. Libertés, plaisirs et interdits, Édition Autrement, Collection Atlas/Monde, 95 p.				Saint-Julien Thérèse	2013-08-08	fr	false
26024	Söderström O., Ruedin D., Randeria S., D’Amato G., Panese F., 2013, Critical Mobilities, Lausanne, EPFL Press / Routledge, 234 p.	Söderström O., Ruedin D., Randeria S., D’Amato G., Panese F., 2013, Critical Mobilities, Lausanne, EPFL Press / Routledge, 234 p.			Choplin Armelle	2013-09-03	fr	true
26026	La résilience de la ville de Dublin aux inondations : de la théorie à la pratique		resilience,risk management,flood hazard,technical network	résilience,gestion des risques,inondation,réseaux techniques	Lhomme Serge,Laganier Richard,Diab Youssef,Serre Damien	2013-09-10	fr	false
26032	Infrastructure de données géographiques et gestion intégrée de la zone côtière	Spatial Data Infrastructure and Integrated Coastal Zone Management: lessons from the experience of MIMEL	Geomatic,geographic information,Spatial Data Infrastructure,GIS,ICZM,coastal zone	Géomatique,information géographique,infrastructure de données géographiques,SIG,GIZC,littoral	Le Berre Iwan,David Laurence,Le Tixerant Matthieu,Defenouillère Julien,Nogues Loïc	2013-09-11	fr	true
26042	Validation spatiale de deux modèles de simulation : l’exemple des plantations industrielles au Chili	Spatial validation of two simulation models: the example of timber plantations in Chile	spatially explicit models,industrial plantations,ca-Markov,Land Change Modeler,validation,prospective	modèles spatialement explicites,plantations industrielles,ca-Markov,Land Change Modeler,validation,prospective	Maestripieri Nicolas,Paegelow Martin	2013-09-12	fr	true
26055	Berti D., Tarabout G. (eds), 2009, Territory, Soil and Society in South Asia, New Delhi, Manohar, 379 p.	Berti D., Tarabout G. (eds), 2009, Territory, Soil and Society in South Asia, New Delhi, Manohar, 379 p.			Trouillet Pierre-Yves	2013-09-16	fr	true
26058	Changement climatique et dynamique géomorphologique des côtes bretonnes. Leçons pour une gestion responsable de l’imbrication des échelles spatio-temporelles	Climate change and geomorphological dynamics of coasts in Brittany. The hierarchy of spatio-temporal scales and its implications in coastal management	coastal erosion,sea-flood,climate change,spatial and time scales,coastal risks,Brittany,France	érosion côtière,submersion,changement climatique,échelles spatio-temporelles,risques côtiers,Bretagne,France	Hénaff Alain,Meur-Férec Catherine,Lageat Yannick	2013-09-27	fr	true
26069	Lacquement G., Born K. M., von Hirschausen B. (dir.), 2013, Réinventer les campagnes en Allemagne. Paysages, patrimoine et développement rural, Lyon, ENS Editions, 280 p.				TISSIER Jean-Louis	2013-10-18	fr	false
26071	Géohistoire du « néolibéralisme »	A Geo-history of neoliberalism. Rethinking the meanings of a malleable and movable intellectual label	Spatial diffusion,intellectual discourses,Geography of ideas,geohistory,neoliberalism(s)	Diffusion spatiale,discours intellectuel,géographie des idées,géohistoire,néolibéralisme(s)	Brennetot Arnaud	2013-11-28	fr	true
26080	Recompositions territoriales en Provence-Alpes-Côte d’Azur : Analyse croisée par les mobilités quotidiennes et résidentielles	Territorial Reorganisation in the Provence-Alpes-Côte d’Azur Region: Cross-Analysis through Daily and Residential Mobility	Metropolisation,Urban Network,Commuting,Residential Mobility,Dominant Flows,Provence-Alpes-Côte d’Azur Region	métropolisation,réseaux urbains,navettes domicile-travail,migrations résidentielles,flux dominants,Provence-Alpes-Côte d’Azur	Fusco Giovanni,Scarella Floriane	2013-11-29	fr	true
26092	Migrations, dynamiques agricoles et problèmes fonciers en Afrique subsaharienne : Le périmètre irrigué de Lagdo (Nord-Cameroun)	Migrations, agricultural dynamics and land problems in Subsaharian Africa: the case of the irrigated area of Lagdo (North Cameroon)	agricultural dynamic,migration,land problem,North-Cameroon	dynamique agricole,migration,Nord-Cameroun,p foncier	Mfewou Abdoulay	2013-12-20	fr	true
26100	La diffusion de la géographie théorique et quantitative européenne francophone d’après les réseaux de communications aux colloques européens (1978-2011)	Communications networks in European colloquiums and diffusion of French-speaking European theoretical and quantitative geography (1978-2011)	Diffusion,ecTQG,geography of science,history of geography,network analysis,scientific movement,sociology of science,theoretical and quantitative geography	Analyse de réseaux,diffusion,ecTQG,géographie des sciences,histoire de la géographie,géographie théorique et quantitative,mouvement scientifique,sociologie des sciences	Cuyala Sylvain	2013-12-03	fr	true
26112	L’information sur les risques majeurs à l’échelle communale	The disclosure information on major risks for municipalities - Distribution and analysis of the DICRIM, a poor-used preventive tool	major risk,volunteer geographical information,prevention	risque majeur,information géographique volontaire,prévention	Douvinet Johnny,Pallares Rémi,Genre-Grandpierre Cyrille,Gralepois Mathilde,Rode Sylvain,Servain-Courant Sylvie	2013-12-04	fr	true
26118	La relation ville-fleuve-port dans les projets urbains : acteurs et instruments d’une reconnexion (Strasbourg, Lyon)	Urban planning projects in the river cities: the new relationships between city, river and port regarding interfaces	urban projects,planning,river cities,ports,waterfront	projets urbains,aménagement,friches,fleuve,port	Debrie Jean	2013-12-12	fr	true
26127	De l’empathie en géographie et d’un réseau de géographes : la Chine vue par Léon Metchnikoff, Élisée Reclus et François Turrettini	Empathy in Geography and a Geographers’ Network: China as seen by Léon Metchnikoff, Élisée Reclus and François Turrettini	Léon Metchnikoff,Élisée Reclus,François Turrettini,China,globalisation,migrations	Léon Metchnikoff,Élisée Reclus,François Turrettini,Chine,mondialisation,migrations	Ferretti Federico	2013-12-13	fr	true
26136	Shrinking Cities, villes en décroissance : une mesure du phénomène en France	Shrinking Cities, urban decline: measurement of the phenomenon in France	demographic change,Shrinking Cities,urban shrinkage,urban decline	Shrinking Cities,villes en décroissance,décroissance urbaine,déclin urbain,déclin démographique	Wolff Manuel,Fol Sylvie,Roth Hélène,Cunningham-Sabot Emmanuèle	2013-12-08	fr	true
26146	Mobilité résidentielle et dynamique récente du peuplement urbain à Dakar (Sénégal)		spatial mobility,housing trajectories,urban change,Dakar	mobilités spatiales,trajectoires résidentielles,changement urbain,Dakar,Sénégal	Lessault David,Imbert Christophe	2013-12-17	fr	false
26157	Du robinet au consommateur : qualité de l’eau potable dans le contexte domestique de l’agglomération de Khartoum, Soudan	From the tap to the mouth, drinking water quality in the domestic context in Khartoum, Sudan	drinking water,water quality,water management,human health,Khartoum	eau potable,qualité de l’eau,gestion de l’eau,santé,Khartoum	Lavie Emilie,El-Tayib Noha Hassan	2014-02-05	fr	true
26165	Racially Biased Policing and Neighbourhood Characteristics: A Case Study in Toronto, Canada		Race-and-place Profiling,Neighbourhood Characteristics,Police Stops,Toronto	Profilage race-habitat,caractéristiques des quartiers,contrôles de police,Toronto	Meng Yunliang	2014-02-06	en	false
26174	Patrimonialisation et (re)valorisation touristiques dans la métropole d’eThekwini (KwaZulu-Natal, Afrique du Sud) : à la croisée des enjeux politiques et économiques	Heritage and promotion of tourism in the eThekwini metropolitan area (KwaZulu-Natal, South Africa): at the crossroad of political and economical issues	KwaZulu-Natal,eThekwini,tourism practice,tourist client,cultural celebration,heritage,regeneration,revitalization	KwaZulu-Natal,eThekwini,pratique touristique,clientèle,célébration culturelle,patrimoine,réhabilitation,revitalisation	Folio Fabrice	2014-02-07	fr	true
26194	La géoprospective – Apport de la dimension spatiale aux démarches prospectives	The geoprospective - Contributions of the spatial dimension to prospective studies	Prospective,scenarios,models,spatial,geography	Prospective,scénarios,modèles,spatial,géographie	Houet Thomas,Gourmelon Françoise	2014-02-08	fr	true
26205	Clerval A., 2013, Paris sans le peuple – La gentrification de la capitale, Paris, La Découverte, 254 p.				Saint-Julien Thérèse	2014-02-10	fr	false
26207	Cartografiar las territorialidades indígenas en los Andes bolivianos: intereses políticos y desafíos metodológicos	Mapping Indigenous territorialities in the Bolivian Andes: political and methodological issues	indigenous peoples,territory,State,mapping,decolonization,development aid,geopolitics,Bolivia,Andes,ayllu,marka,TCO		Hirt Irène,Larrazábal Córdova Noemí,Lerch Louca	2014-02-27	es	true
26224	Impact de l’artificialisation sur les ressources en sol et les milieux en France métropolitaine	Impact of artificialization on soils and their environments in the metropolitan French territory. Evaluation by three independent databases	artificialization,Corine land cover,geographical information system,Insee,soils,urbanization,TERUTI land use survey,urban delineations	artificialisation,Corine land cover,Insee,système d’information géographique,sols,TERUTI,utilisation du sol,zonage en aires urbaines	Chéry Philippe,Lee Alexandre,Commagnac Loïc,Thomas-Chery Anne-Laure,Jalabert Stéphanie,Slak Marie-Françoise	2014-02-28	fr	true
26242	Blais H., Deprest F., Singaravélou P., 2011, Territoires impériaux. Une histoire spatiale du fait colonial, 2011, Paris, Publications de la Sorbonne, 336 p.				Chamussy Henri,Blais H.,Deprest F.,Singaravélou P.	2014-02-28	fr	false
26246	Territoire, identité et gouvernance : quelle équation pour un développement durable ?	Territory, identity and governance: which equation for a sustainable development?	governance,participatory democracy,sustainable development,territory,identity	gouvernance,démocratie participative,développement durable,territoire,identité	Muis Anne-Solange	2014-03-01	fr	true
26248	Observation, observation, observation				Pumain Denise	2014-03-07	fr	false
26250	Qualifier les espaces urbains à Dakar, Sénégal		Urban vulnerability,remote sensing,census,GIS,Dakar metropolitean area	Pauvreté urbaine,télédétection,recensement,SIG,l’agglomération Dakaroise	Borderon Marion,Oliveau Sébastien,Machault Vanessa,Vignolles Cécile,Lacaux Jean-Pierre,N’Donky Alphousseyni	2014-03-27	fr	false
26263	Des données géographiques à la simulation à base d’agents : application de la plate-forme GAMA	From Geographical data to agent-based simulation: application of the GAMA platform	Agent-based simulation,Modeling platform,Geographical data,3D environment	Simulation à base d’agents,Plate-forme de modélisation,Données géographiques,Environnement 3D	Taillandier Patrick,Grignard Arnaud,Gaudou Benoit,Drogoul Alexis	2014-03-29	fr	true
26261	Observation, observation, observation				Pumain Denise,Maisonnave Emma	2014-03-27	en	false
26277	Les spatialités dans l’œuvre d’Hannah Arendt		Arendt,space,spatiality,politics,identity	Arendt,espace,spatialité,politique,identité	Debarbieux Bernard	2014-04-02	fr	false
26283	« La mauvaise réputation ». Distance aux ZUS et prix de l’immobilier : application d’un modèle hédonique à six intercommunalités franciliennes	“The bad reputation”. Do the prices of real estate decrease near the ZUS: evaluation by an hedonic pricing model applied on six intercommunalities of Île-de-France	distance-effect,urban policies,real estate valorization,Hedonics pricing,areas of deprivation	effet-distance,géographie prioritaire,valorisation immobilière,prix hédoniques,zones urbaines sensibles	Desponds Didier,Bergel Pierre	2014-04-16	fr	true
26296	Modélisation de la dynamique des systèmes socio-écologiques en vue de l’élaboration d’un cadre de référence pour la durabilité environnementale et territoriale : application au massif du Fouta-Djalon (Guinée)	Modelization of the socio-ecological systems for the elaboration of a referential framework for the environmental and territorial sustainability: application in the massif du Fouta-Djalon (Guinea)	Fouta-Djalon,territory,environment,land occupation,anthroposystem,systemic modelization,territorial prospective	Fouta-Djalon,territoire,environnement,occupation du sol,anthroposystème,modélisation systémique,prospective territoriale	Diallo Alpha Issaga Pallé,Baudouin Yves,Raymond Michel	2014-05-05		true
26309	Felsch P., 2013, Comment August Petermann inventa le Pôle Nord, Paris, Éditions de la Maison des Sciences de l’Homme [1ère édition allemande 2010], 195 p.				Ferretti Federico	2014-05-07	fr	false
26310	La mobilité des familles tsiganes françaises à l’épreuve de la gestion politique de l’espace. Stratégies et résistances	The french Gypsies mobility confronted to the political space management. Strategies and resistances	mobility behavior,territorial conflict,life space,lifestyle,Gypsies	comportement de mobilité,conflit territorial,espace de vie,genre de vie,Tsiganes	Bergeon Céline	2014-05-13	fr	true
26315	Les dépenses de personnel des collectivités locales franciliennes	Personnel expenditure for local goverments in Ile de France		finances publiques locales,personnel,administration,rigidité,réduction,typologies,territoires	Navarre Françoise	2014-05-19	fr	true
26324	Geohistory of “neoliberalism”		Spatial diffusion,intellectual discourses,Geography of ideas,geohistory,neoliberalism(s)	Diffusion spatiale,discours intellectuel,géographie des idées,géohistoire,néolibéralisme(s)	Brennetot Arnaud	2014-06-13	en	false
26325	Les réseaux de firmes multinationales dans les villes d’Europe centre-orientale	Multinational firms’ networks in central-eastern european cities	Central and Eastern Europe,system of cities,multinational firms,globalization,networks	Europe centrale et orientale,système de villes,firmes multinationales,globalisation,réseau	Di Lello Olivier,Rozenblat Céline	2014-06-20	fr	true
26329	Piketty T., 2013, Le capital au XXIe siècle, Seuil, Coll. « Les livres du nouveau monde », 970 p.				Cottineau Clémentine	2014-06-23	fr	false
26336	Réseaux de villes et processus de recomposition des niveaux : le cas des villes baltiques		city-networks,cities,international relations,regionalism,Europe,the Baltic,rescaling,Sea Region	réseaux de villes,villes,coopérations internationales,régionalisation,Europe,Baltique,recomposition des niveaux	Escach Nicolas,Vaudor Lise	2014-07-05	fr	false
26362	Un indicateur global d’évaluation de la vulnérabilité écologique du milieu le long de grandes infrastructures linéaires : Pourquoi ? Comment ?	A biodiversity intactness index for main linear infrastructure projects. The exemple of the Seine-North Europe project	land settlement operator,planning decision-making tools,biodiversity,environmental issues,environmental assessment,sustainable indicator,biodiversity indicator,environmental conservation,ecological vulnerability,zoning	acteurs de l’aménagement,aide à la décision en aménagement,biodiversité,enjeux environnementaux,évaluation environnementale,indicateurs de développement durable,indicateur de biodiversité,protection/conservation de la nature,vulnérabilité écologique,zonage	Lorant-Plantier Émilie	2014-07-16	fr	true
26431	Essai de typologie des espaces résidentiels à partir d’indicateurs désagrégés à l’échelle du bâtiment. Application à Besançon et à Metz	Typology of residential spaces from disaggregated indicators at the building scale. A case study for Besançon and Metz	urban spaces,residential built,disaggregated approach,data analysis,classification	espace urbain,bâtiments résidentiels,approche désagrégée,analyse factorielle,typologie	Sahraoui Yohan,Lunardi Nicolas,Antoni Jean-Philippe	2014-07-30	fr	true
26423	Formes urbaines, modes d’occupation du sol et composition sociale en zone urbaine dense : des relations inattendues à Paris	Urban forms, land use and social mix in built up areas: the case of the city of Paris	GIS,land use,social mix,social fabric,social segregation,urban environment,Paris,gentrification	SIG,occupation du sol,organisation socio-résidentielle,environnement urbain,forme urbaine,gentrification,Paris	Rhein Catherine,Palibrk Milena	2014-07-27	fr	true
26427	Périurbanisation et durabilité : inverser la perspective	Peri-urbanization and Sustainability: Changing Perspective in a Radical Way	peri-urbanization,sustainability,planning,decision-making,spatial practices,place-based governance	périurbanisation,durabilité,aide à la décision,aménagement,pratiques spatiales,gouvernance territoriale	Mancebo François	2014-07-28	fr	true
26387	Comment les paysans du corridor forestier de Fianarantsoa (Madagascar) dessinent-ils leur territoire ? Des cartes individuelles pour confronter les points de vue	How peasants from the forest corridor of Fianarantsoa (Madagascar) do draw their territory? Individual maps to gather several points of view	peasant map,forest,conservation,space organization,Madagascar	carte paysanne,forêt,conservation,organisation de l’espace,Madagascar	Hervé Dominique,Ramaroson Jean-Hyacinthe,Randrianarison Andry,Le Ber Florence	2014-07-23	fr	true
26401	Peut-on cartographier des taches urbaines à partir d’images Google Earth ?	Mapping urban areas using Google Earth mosaic images	Google Earth,Mathematical morphology,Urban areas delineation,West Africa,Remote sensing	Google Earth,morphologie mathématique,taches urbaines,Afrique de l’Ouest,télédétection	Baro Johanna,Mering Catherine,Vachier Corinne	2014-07-24	fr	true
26410	Réseaux de villes et détermination des pressions urbaines	Networks of the cities and evaluation of urban pressures	accessibility,land cover,urban pressure,modelling,simulation	accessibilité,occupation du sol,pression urbaine,modélisation,simulation	Decoupigny Fabrice,Passel Sébastien	2014-07-25	fr	true
26416	El paisaje de la dehesa en la provincia de Jaén	The dehesa landscapes of Jaén	landscapes,dehesa,GIS	paysage,dehesa,SIG	Paniza Cabrera Antonia	2014-07-26	es	true
26440	Dimensions fractales de réseaux vectoriels : méthodes d’estimation et robustesse des résultats		fractal dimensions,Stream networks,Virtual networks,Uncertainty	dimension fractale,Réseaux hydrographiques,Réseaux simulés,Incertitude	Thommeret Nathalie,Bailly Jean-Stéphane,Bardet Jean-Marc,Kaiser Brigitte,Puech Christian	2014-08-18	fr	false
26496	Les défis de l’ouverture				Pumain Denise	2014-10-21	fr	false
26456	Présentation de GeOpenMod				Banos Arnaud	2014-10-09	fr	false
26497	Febvre L., 2014, Michelet, créateur de l’histoire de France. Cours au Collège de France, 1943-44, Paris, Vuibert, 445 p. Édition établie par Brigitte Mazon et Yann Potin				Ferretti Federico	2014-10-21	fr	false
26457	La Crimée et l’Ukraine du sud à vélo		Crimea,South Ukraine,Simferopol,Yalta,Sebastopol,Skadovsk,Kherson,Odessa	Crimée,Ukraine du sud,Simferopol,Yalta,Sebastopol,Skadovsk,Kherson,Odessa	Koper Bruno	2014-09-19	fr	false
26483	Simuler les évolutions de l’utilisation du sol pour anticiper le futur d’un territoire	Simulating land use change to anticipate the becoming of a territory. Critical analysis of a geoprospective experience in a peri-urban catchment (Yzeron, Lyon metropolitan area)	spatial strategic foresight,territory,participatory workshop,scenario building,spatial land cover modeling,land use	géoprospective,territoire,atelier participatif,scénario,simulation,utilisation du sol	Dodane Clément,Joliveau Thierry,Rivière-Honegger Anne	2014-10-01	fr	true
26495	The challenge of Open Access				Pumain Denise	2014-10-21	en	false
26490	La desserte aérienne de deux petits Etats insulaires : les Seychelles et Maurice	The air service of two small island States: Seychelles and Mauritius. Stakes and restructurings	island,air transport,tourism,Seychelles,Mauritius	île,transport aérien,tourisme,Seychelles,Maurice	Lamy-Giner Marie-Annick	2014-10-08	fr	true
26498	¿Quiénes somos?					2015-04-01	es	false
26499	Desafíos de la publicación en abierto				Pumain Denise,Mendoza Josefina Gomez	2014-10-24	es	false
26501	Proyecto científico				Zamorano Francisco Maturana y Gloria	2014-10-27	es	false
26504	Nuestros asociados científicos					2014-10-30	es	false
26505	Nota para los autores					2014-11-04	es	false
26506	Contactos					2014-10-27	es	false
26507	Créditos					2014-11-12	es	false
26554	Maudet J.-B., 2010, Terres de taureaux. Les jeux taurins de l’Europe à l’Amérique, Madrid, Casa de Velazquez, 494 p.				Chamussy Henri	2014-11-12	fr	false
26522	TOXI-CITY: an agent-based model for exploring the effects of risk awareness and spatial configuration on the survival rate in the case of industrial accidents		technological risk,agent-based model,spatial behavior,simulation,urban morphology	risque technologique,modélisation multi-agents,comportement spatial,simulation,morphologie urbaine	Salze Paul,Beck Elise,Douvinet Johnny,Amalric Marion,Bonnet Emmanuel,Daudé Eric,Duraffour Françoise,Sheeren David	2014-11-06	en	false
26530	SLIDER: Software for LongItudinal Data Exploration with R		interactive visualization,longitudinal data,R software,shiny web application	visualisation interactive,données longitudinales,logiciel R,application shiny	Commenges Hadrien,Pistre Pierre,Cura Robin	2014-11-07	en	false
26542	La montée des îles Aran dans la bibliothèque mondiale, une glocalisation littéraire	The glocal rise of Aran islands in the World Library	glocalization,Aran,world library,decolonization,literacy	glocalisation,Aran,bibliothèque mondiale,décolonisation,littératie	Barbe Frédéric	2014-11-08	fr	true
26555	Impact de la brise de mer sur le confort thermique au Maghreb oriental durant la saison chaude	Sea breeze impact on thermal comfort in Eastern Maghreb	Eastern Maghreb,sea breeze,thermal comfort	Maghreb oriental,brise,confort thermique	Dahech Salem	2014-12-02	fr	true
26562	L’urbanisme qui vient	The coming urbanism. The use of values and storytelling in contemporary steering of urban projects (a Swiss example)	Urban planning,new urban governance,values,storytelling,urban project,Switzerland	urbanisme,nouvelle gouvernance urbaine,valeurs,storytelling,projet urbain,Suisse	Matthey Laurent	2014-12-08	fr	true
26567	Le Portugal et le défi de la transition énergétique : enjeux et conflits	Portugal and the challenge of the energy transition: issues and conflicts	energy transition,renewable,wind power,hydroelectricity,planning protests,local geopolitics issues,Portugal	transition énergétique,énergies renouvelables,éolien,hydroélectricité,conflit d’aménagement,géopolitique locale,Portugal	Bailoni Mark,Deshaies Michel	2014-12-19	fr	true
26579	OASIS – un Outil d’Analyse de la Ségrégation et des Inégalités Spatiales	OASIS – an Outright tool for the Analysis of Spatial Inequalities and Segregation	segregation,spatial autocorrelation,Monte Carlo simulation,Web mapping,spatial analysis	ségrégation,autocorrélation spatiale,simulation Monte Carlo,cartographie interactive,analyse spatiale	Tivadar Mihai,Schaeffer Yves,Torre André,Bray Frédéric	2014-12-20	fr	true
26587	L’occupation et l’utilisation du sol en période de crise	Land use and occupancy after major catastrophes. The case of Tabarre municipality (Port-au-Prince, Haiti) after the earthquake of January 12th, 2010	land use and occupancy,disaster management,earthquake,vulnerability,cartography,Tabarre,Port-au-Prince,Haiti	occupation et utilisation du sol,gestion de crise,séisme,vulnérabilité,cartographie,Tabarre,Port-au-Prince,Haïti	Robert Jérémy,D’Ercole Robert	2014-12-20	fr	true
26597	Le renouvellement de la ville algérienne par la démolition-reconstruction du vieux bâti. De la sanction à la recherche de légitimité, Cas de la ville d’Annaba	The renewal of the Algerian town by the demolition-reconstruction of old buildings. From sanction to search of legitimacy. Case study of the city of Annaba	demolition,reconstruction,legitimacy,urban renewal,actors,private actors,Annaba,Algeria	démolition,reconstruction,légitimité,renouvellement urbain,acteurs,acteurs privés,Annaba,Algérie	Kebir Bahia,Zeghiche Anissa	2014-12-20	fr	true
26610	Benchmarking of LUCC modelling tools by various validation techniques and error analysis		error analysis,LUCC,modelling,simulation assessment,validation	analyse d’erreur,LUCC,modélisation,simulation,validation	Paegelow Martin,Camacho Olmedo María Teresa,Mas Jean-François,Houet Thomas	2014-12-22	en	false
26621	Définir la France en géographie : des professeurs et des élèves au travail dans l’enseignement secondaire	What is France like in geography? Pupils and Teachers at work in secondary school	school geography,geography of France,didactics trials,geography didactics,iconography	géographie scolaire,géographie de la France,épreuve didactique,didactique de la géographie,iconographie	Thémines Jean-François,Le Guern Anne-Laure	2014-12-21	fr	true
26636	Crise, métropolisation, et aménagement	Crisis, metropolization and urban planning	crisis,spatial Inversion,metropolization,urban planning,predatory economy,Raubwirtschaft	crise,inversions spatiales,métropolisation,aménagement,économie prédatrice,Raubwirtschaft	Guieysse Jean-Albert,Rebour Thierry	2014-12-19	fr	true
