"","UNIQID","Title","DatePublication","Rubrique","Auteur","TypeDocument","Disponibilite","VisuTot","Visu07","Visu08","Visu09","Visu10","Visu11","Visu12","Visu13","Visu14"
"889","T0889","Make them walk ! Simulating pedestrian movement in dynamic environments","17-05-2010","Rubriques Systèmes, Modélisation, Géostatistiques 2010","Arnaud BanosAngèle Charpentier","Article","Texte intégral",1820,0,0,0,844,388,233,143,212
"890","T0890","Le rapport sur le développement de la Banque mondiale : un changement de paradigme en trompe-l’œil","26-04-2010","Vie Scientifique Débats La Banque Mondiale et la géographie","Gilles Van HammeMathieu Van CriekingenMoritz Lennert","Article","Texte intégral",2880,0,0,0,826,388,527,683,456
"891","T0891","Predicting and mapping the location of an estimated population from a survey: an applied method","22-03-2010","Rubriques Systèmes, Modélisation, Géostatistiques 2010","Philippe GerberSébastien FleuretMarc Schneider","Article","Texte intégral",1721,0,0,0,751,253,216,184,317
"892","T0892","The new territories of tourism in Egypt: a local-global frontier?","29-10-2010","Rubriques Espace, Société, Territoire 2010","Leïla Vignal","Article","Texte intégral",8334,0,0,0,735,1895,2134,1823,1747
"893","T0893","Démographie et mouvement","24-03-2010","Vie Scientifique Débats Recensement de la population en continu : choisir le temps et l'espace ?","Christophe Terrier","Article","Texte intégral",1625,0,0,0,719,238,265,201,202
"894","T0894","Peut-on estimer la population des villes chinoises à partir de leur surface bâtie ?","14-10-2010","Rubriques Systèmes, Modélisation, Géostatistiques 2010","Elfie SwertsDenise Pumain","Article","Texte intégral",4414,0,0,0,647,1145,1051,791,780
"895","T0895","Politiques de la fragmentation urbaine et violence, l’exemple de Kingston, Jamaïque","25-11-2010","Rubriques Espace, Société, Territoire 2010","Romain Cruse","Article","Texte intégral",5314,0,0,0,642,1178,1506,1088,900
"896","T0896","Performances des modélisations déterministes d’ozone à méso-échelle et à micro-échelle dans les Alpes-Maritimes","17-06-2010","Rubriques Systèmes, Modélisation, Géostatistiques 2010","Nicolas Martin","Article","Texte intégral",1512,0,0,0,579,367,258,157,151
"897","T0897","Tous géographes !","01-12-2010","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",1853,0,0,0,545,1016,142,103,47
"898","T0898","Did the flowering of the La Tolita culture 3000 BP result from a natural disaster?","11-10-2010","Rubriques Environnement, Nature, Paysage 2010","Jean François DumontFrancisco ValdezEssy SantanaJean Pierre TihayPierre UsselmannEdison Navarrete","Article","Texte intégral",3876,0,0,0,501,989,801,673,912
"899","T0899","Services globaux, géographies locales : les services aux entreprises dans les métropoles de Londres et Paris","19-11-2010","Rubriques Espace, Société, Territoire 2010","Ludovic HalbertKathy Pain","Article","Texte intégral",6664,0,0,0,491,1738,1510,1172,1753
"900","T0900","La frontière et ses échelles : les enjeux d’un pont transfrontalier entre la Guyane française et le Brésil","15-12-2010","Rubriques Espace, Société, Territoire 2010","Madeleine Boudoux d’Hautefeuille","Article","Texte intégral",10228,0,0,0,450,1968,3532,2589,1689
"901","T0901","Paquot Th., 2009, L’espace public, Paris, La Découverte, coll. Repères, 125 p.","30-08-2010","Vie Scientifique Revue de livres 2010","Antoine Fleury","Compte-rendu","Texte intégral",1382,0,0,0,449,294,235,200,204
"902","T0902","Veschambre V., 2008, Traces et mémoires urbaines. Enjeux sociaux de la patrimonialisation et démolition, Rennes, PUR, 315 p.","09-06-2010","Vie Scientifique Revue de livres 2010","Marion Salin","Compte-rendu","Texte intégral",918,0,0,0,437,159,129,78,115
"903","T0903","Les figures du pouvoir à Harbin pendant la « Guerre de quinze ans » (1931-1945)","26-07-2010","Transversalités Dossiers 2010 Un lieu précis, un temps limité, une tranche de vie","Sabine Breuillard","Article","Texte intégral",2495,0,0,0,418,669,510,478,420
"904","T0904","Blanchon D. avec Boissière A. (cartographe), 2010, Atlas mondial de l’eau, collection Atlas/monde, Paris, Autrement.","10-03-2010","Vie Scientifique Revue de livres 2010","Gérard Hugonie","Compte-rendu","Texte intégral",594,0,0,0,396,99,52,26,21
"905","T0905","Coutard O., Lévy J.-P. (dir.), 2010, Ecologies urbaines, Paris, Economica-Anthropos, 371 p.","30-08-2010","Vie Scientifique Revue de livres 2010","Gabriel Dupuy","Compte-rendu","Texte intégral",903,0,0,0,378,198,113,118,96
"906","T0906","Analyse de la variabilité climatique et de ses influences sur les régimes pluviométriques saisonniers en Afrique de l’Ouest : cas du bassin versant du N’zi (Bandama) en Côte d’Ivoire","07-12-2010","Rubriques Environnement, Nature, Paysage 2010","Amani Michel KouassiKoffi Fernand KouaméYao Blaise KoffiKouakou Bernard DjeJean Emmanuel PaturelSekouba Oulare","Article","Texte intégral",21477,0,0,0,319,2084,5269,7241,6564
"907","T0907","Nourrir les hommes. Un dictionnaire, 2009, Paris, Éditions Atlande, 765 p.","08-07-2010","Vie Scientifique Revue de livres 2010","Gabriel Dupuy","Compte-rendu","Texte intégral",637,0,0,0,298,91,84,100,64
"908","T0908","Anglade G., 2008, Chronique d'une espérance. L'hebdo de Georges Anglade (2007-2008), Port-au-Prince, L'Imprimeur II, Collection Livres en folie, 104 p.","28-09-2010","Vie Scientifique Revue de livres 2010","Carlo Prévil","Compte-rendu","Texte intégral",916,0,0,0,295,139,113,275,94
"909","T0909","Orain O., 2009, De plain-pied dans le monde, écriture et réalisme dans la géographie française du XXe siècle. Paris, L’Harmattan, Histoire des sciences humaines, 427 p.","30-08-2010","Vie Scientifique Revue de livres 2010","Claude Bataillon","Compte-rendu","Texte intégral",495,0,0,0,265,98,58,37,37
"910","T0910","Deboudt Ph. (dir.), 2010, Inégalités écologiques, territoires littoraux et développement durable, Villeneuve d’Ascq, Presses universitaires du Septentrion, 409 p.","30-09-2010","Vie Scientifique Revue de livres 2010","Servane Gueben-Venière","Compte-rendu","Texte intégral",737,0,0,0,259,239,116,53,70
"911","T0911","Garnier J.-P., 2010, Une violence éminemment contemporaine. Essais sur la ville, la petite bourgeoisie intellectuelle et l’effacement des classes populaires, Marseille, Agone, coll. Contre-Feux, 254 p.","30-10-2010","Vie Scientifique Revue de livres 2010","Anne Clerval","Compte-rendu","Texte intégral",2234,0,0,0,247,613,402,529,443
"912","T0912","Bataillon C., 2009, Géographes Génération 1930 (à propos de Roger Brunet, Paul Claval, Olivier Dollfus, François Durand-Dastès, Armand Frémont et Fernand Verger). Rennes, PUR, Collection ""Espace et Territoires"", 226 p.","22-04-2010","Vie Scientifique Revue de livres 2010","Denise Pumain","Compte-rendu","Texte intégral",473,0,0,0,219,106,74,36,38
"913","T0913","An agent-based model of residential patterns and social structure in urban areas","06-12-2010","Rubriques Systèmes, Modélisation, Géostatistiques 2010","Rémi LemoyCharles RauxPablo Jensen","Article","Texte intégral",2523,0,0,0,209,886,369,403,656
"914","T0914","Sivignon M., 2009, Les Balkans. Une géopolitique de la violence. Belin, Paris 2009, 208 p.","14-05-2010","Vie Scientifique Revue de livres 2010","Henri Chamussy","Compte-rendu","Texte intégral",442,0,0,0,204,83,56,56,43
"915","T0915","Kanevski M., Pozdnoukhov A. and Timonin V., 2009, Machine Learning for Spatial Environmental Data : theory, applications and software, EPFL Press, 2009, 377 p.","14-05-2010","Vie Scientifique Revue de livres 2010","Denise Pumain","Compte-rendu","Texte intégral",377,0,0,0,198,70,35,19,55
"916","T0916","Guérin-Pace F. et Filippova E. (dir.), 2008, Ces lieux qui nous habitent. Identité des territoires, territoires des identités, La Tour d’Aigues, Editions de l’Aube","17-11-2010","Vie Scientifique Revue de livres 2010","Bernard Debarbieux","Compte-rendu","Texte intégral",509,0,0,0,175,141,71,60,62
"917","T0917","Lieber M., 2008, Genre, violences et espaces publics. La vulnérabilité des femmes en question, Paris, Presses de Sciences-Po.","09-12-2010","Vie Scientifique Revue de livres 2010","Elise Olmedo","Compte-rendu","Texte intégral",991,0,0,0,156,311,283,136,105
"918","T0918","All are geographers!","01-12-2010","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",366,0,0,0,72,101,80,77,36
"919","T0919","El Mapa del África Occidental Española de 1949 a escala 1:500.000: orgullo militar, camelladas y juegos poéticos saharauis","20-01-2011","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2011","José Antonio Rodriguez Esteban","Article","Texte intégral",20526,0,0,0,0,3571,8514,5092,3349
"920","T0920","Trame Verte et Bleue : Utilisation des cartes d’occupation du sol pour une première approche qualitative de la biodiversité","01-03-2011","Rubriques Environnement, Nature, Paysage 2011","Sandrine LiénardPhilippe Clergeau","Article","Texte intégral",9778,0,0,0,0,3131,2895,2147,1605
"921","T0921","La carte de végétation du CNRS à l'ère du numérique","27-10-2011","Rubriques Environnement, Nature, Paysage 2011","Sophie LeguédoisJean-Paul PartyJean-Luc DupoueyThierry GauquelinJean-Claude GégoutCaroline LecareuxVincent BadeauAnne Probst","Article","Texte intégral",29236,0,0,0,0,2573,9031,9027,8605
"922","T0922","La réhabilitation thermique des bâtiments anciens à Paris : comment concilier protection du patrimoine et performance énergétique ?","30-05-2011","Rubriques Aménagement, Urbanisme 2011","Hovig Ter Minassian","Article","Texte intégral",11573,0,0,0,0,1986,4326,2788,2473
"923","T0923","Le cluster innovant : conceptualisation et application territoriale","07-03-2011","Rubriques Espace, Société, Territoire 2011","Divya LeducqBruno Lusso","Article","Texte intégral",11929,0,0,0,0,1857,3573,3502,2997
"924","T0924","Analisi del valore aggiunto pro capite: una tassonomia dei Sistemi Locali del Lavoro italiani attraverso la shift-share analysis con struttura spaziale","17-03-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Massimo Pasquariello","Article","Texte intégral",5318,0,0,0,0,1693,2177,844,604
"925","T0925","De la gouvernance à la gouvernance territoriale : enjeu de l’européanisation de l’aménagement du territoire. Réflexions à partir d’une recherche dans le cadre de l’Observatoire en réseau de l’aménagement du territoire européen (ORATE)","18-03-2011","Rubriques Aménagement, Urbanisme 2011","Emmanuelle BonerandiFrédéric Santamaria","Article","Texte intégral",6067,0,0,0,0,1652,1861,1326,1228
"926","T0926","Xynthia : leçons d’une catastrophe","09-06-2011","Rubriques Environnement, Nature, Paysage 2011","Etienne ChauveauCéline ChadenasBruno ComentalePatrick PottierAmandine BlanlœilThierry FeuilletDenis MercierLaurent PourinetNicolas RolloIon TillierBrice Trouillet","Article","Texte intégral",12595,0,0,0,0,1529,3189,3493,4384
"927","T0927","Élisée Reclus et les Juifs : étude géographique d’un peuple sans état","02-02-2011","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2011","Federico FerrettiPhilippe MalburetPhilippe Pelletier","Article","Texte intégral",3729,0,0,0,0,1387,780,928,634
"928","T0928","Renouvellement urbain et risque inondation : le plan-guide « Seine-Ardoines »","29-10-2011","Rubriques Aménagement, Urbanisme 2011","Alexandre BrunFélix Adisson","Article","Texte intégral",19482,0,0,0,0,1317,6053,5535,6577
"929","T0929","Cities in Worldwide Air and Sea Flows: A multiple networks analysis","31-03-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","César DucruetDaniele IetriCéline Rozenblat","Article","Texte intégral",6413,0,0,0,0,1242,1580,1846,1745
"930","T0930","Quand l’aléa devient la ressource : l’activité d’extraction des matériaux volcaniques autour du volcan Merapi (Indonésie) dans la compréhension des risques locaux","23-03-2011","Rubriques Environnement, Nature, Paysage 2011","Édouard de BélizalFranck LavigneDelphine Grancher","Article","Texte intégral",6438,0,0,0,0,1224,1658,1463,2093
"931","T0931","La location meublée à Paris et en Petite Couronne : métamorphoses d'un statut d'occupation","23-03-2011","Rubriques Espace, Société, Territoire 2011","Emmanuel Trouillard","Article","Texte intégral",8507,0,0,0,0,1212,2123,2140,3032
"932","T0932","L’impact du voisinage géographique des pays dans l’attribution des votes au Concours Eurovision de la Chanson","10-01-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Jean-François Gleyze","Article","Texte intégral",6391,0,0,0,0,1190,1070,1217,2914
"933","T0933","Pour l’atténuation du changement climatique, quelle est la contribution possible de l’aménagement du territoire ?","22-03-2011","Rubriques Aménagement, Urbanisme 2011","Xavier Desjardins","Article","Texte intégral",5360,0,0,0,0,1137,1483,1331,1409
"934","T0934","Les nouvelles frontières de l’Asie centrale : États, nations et régions en recomposition","25-05-2011","Rubriques Politique, Culture, Représentations 2011","Julien Thorez","Article","Texte intégral",8669,0,0,0,0,1137,3011,2379,2142
"935","T0935","Les oubliées du “désir du rivage” ? L’image des zones humides littorales dans la peinture et la société françaises depuis le XVIIIe siècle","20-05-2011","Rubriques Environnement, Nature, Paysage 2011","Lydie Goeldner-GianellaCorinne Feiss-JehelGeneviève Decroix","Article","Texte intégral",6954,0,0,0,0,1130,2528,1600,1696
"936","T0936","Economic and Cultural Complexes of China","23-06-2011","Rubriques Espace, Société, Territoire 2011","Varvara Krechetova","Article","Texte intégral",5969,0,0,0,0,1117,2109,1494,1249
"937","T0937","Consommation d’énergie et mobilité quotidienne selon la configuration des densités dans 34 villes européennes.","18-05-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Florent Le Néchet","Article","Texte intégral",4950,0,0,0,0,1116,1317,1073,1444
"938","T0938","Mobilités et espaces de vie des étudiants de l’Est francilien : des proximités et dépendances à négocier","01-07-2011","Rubriques Espace, Société, Territoire 2011","Armelle ChoplinMatthieu Delage","Article","Texte intégral",4724,0,0,0,0,1108,1464,1106,1046
"939","T0939","Géographies du travail esclave au Brésil","23-06-2011","Rubriques Espace, Société, Territoire 2011","Hervé ThéryNeli Aparecida de Mello ThéryEduardo GirardiJulio Hato","Article","Texte intégral",4992,0,0,0,0,1092,1804,1002,1094
"940","T0940","The spatial dynamics of gentrification in Paris: a synthesis map","21-10-2011","Rubriques Espace, Société, Territoire 2011","Anne ClervalAngéla Verdier","Article","Texte intégral",7836,0,0,0,0,994,1827,2828,2187
"941","T0941","An Evaluation of Road Network Patterns Based on the Criteria for Fire-Fighting","29-06-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Hiroyuki UsuiYasushi Asami","Article","Texte intégral",5205,0,0,0,0,986,1216,1653,1350
"942","T0942","« T-Sphère » et médiance espace/étendue. L’antagoniste contradictoire et le concept de géoanthroposystème.","10-01-2011","Vie Scientifique Débats Le Géosystème","Henri Reymond","Article","Texte intégral",3211,0,0,0,0,931,727,858,695
"943","T0943","Existe-t-il une nouvelle géographie socialiste au Venezuela ? Justice spatiale et justice sociale dans la révolution bolivarienne de Hugo Chavez","25-02-2011","Rubriques Politique, Culture, Représentations 2011","Jean-Marc Fournier","Article","Texte intégral",2146,0,0,0,0,859,596,395,296
"944","T0944","Note to Authors","07-01-2015","La Revue","","Informations pratiques","Texte intégral",6203,0,0,0,0,844,1278,1456,2625
"945","T0945","Cybergeo et la société de consommation","04-11-2011","Vie Scientifique Éditoriaux","Christine KosmopoulosDenise Pumain","Editorial","Texte intégral",2343,0,0,0,0,825,1297,157,64
"946","T0946","Varlet J. et Zembri P. avec Eugénie Dumas et Jules Grandin (cartographes), 2010, Atlas des transports – Les paradoxes de la mise en réseau du monde, Paris, Éditions Autrement, 79 p.","03-01-2011","Vie Scientifique Revue de livres 2011","Frédéric Dobruszkes","Compte-rendu","Texte intégral",1288,0,0,0,0,810,193,161,124
"947","T0947","Une approche prospective de la configuration des disparités économiques régionales au sein de l'Union européenne par la modélisation et la simulation","15-11-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Sébastien BourdinPatrice LangloisBernard ElissaldeDominique Goyat","Article","Texte intégral",4538,0,0,0,0,799,888,2678,173
"948","T0948","Toward a better appraisal of urbanization in India","28-11-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Eric DenisKamala Marius-Gnanou","Article","Texte intégral",12868,0,0,0,0,763,4640,3607,3858
"949","T0949","Le prix de la liberté","02-05-2011","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",1021,0,0,0,0,749,121,90,61
"950","T0950","Trame verte urbaine, un rapport Nature – Urbain entre géographie et écologie","08-12-2011","Rubriques Environnement, Nature, Paysage 2011","Teddy ArrifNathalie BlancPhilippe Clergeau","Article","Texte intégral",12726,0,0,0,0,723,4251,3629,4123
"951","T0951","Brachflächen: urbane Leerstellen der Megastadt","23-03-2011","Rubriques Aménagement, Urbanisme 2011","Katharina WiethoffKlaus BaierRamona Strohschön","Article","Texte intégral",2105,0,0,0,0,710,432,426,537
"952","T0952","Des autoroutes maritimes polaires ? Analyse des stratégies des transporteurs maritimes dans l’Arctique","31-05-2011","Rubriques Espace, Société, Territoire 2011","Frédéric Lasserre","Article","Texte intégral",8096,0,0,0,0,707,1465,2555,3369
"953","T0953","Une géographie de la famille en Europe du Sud","25-05-2011","Rubriques Espace, Société, Territoire 2011","Thomas Pfirsch","Article","Texte intégral",2699,0,0,0,0,689,882,520,608
"954","T0954","Processus de métropolisation dans l’espace frontalier post-soviétique : l’exemple de Rostov-sur-le-Don","14-11-2011","Rubriques Espace, Société, Territoire 2011","Clémentine Cottineau","Article","Texte intégral",7310,0,0,0,0,686,2691,1471,2462
"955","T0955","Méthodes pour cartographier les tendances régionales de la prévalence du VIH à partir des Enquêtes Démographiques et de Santé (EDS)","16-06-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Joseph LarmarangeRoselyne ValloSeydou YaroPhilippe MsellatiNicolas Méda","Article","Texte intégral",3339,0,0,0,0,669,889,772,1009
"956","T0956","La carte et le territoire : le réseau écologique à l’épreuve de l’assemblée cartographique","01-12-2011","Rubriques Environnement, Nature, Paysage 2011","Ruppert VimalRaphaël Mathevet","Article","Texte intégral",2779,0,0,0,0,639,961,711,468
"957","T0957","Des indicateurs spatialisés des transhumances pastorales au Ferlo","23-05-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Grégoire LeclercOumar Sy","Article","Texte intégral",3878,0,0,0,0,624,1234,1136,884
"958","T0958","Marrakech, un mois plus tard, 10 ans après","23-06-2011","Vie Scientifique Débats Mondialisation et pays du sud","Bernard Debarbieux","Article","Texte intégral",948,0,0,0,0,623,117,122,86
"959","T0959","Le Nord du Chili : un isolat énergétique dans un désert minier","22-11-2011","Rubriques Espace, Société, Territoire 2011","Silvina Cecilia CarrizoSébastien VelutJimena Hevia","Article","Texte intégral",3743,0,0,0,0,622,1665,844,612
"960","T0960","Femmes orientales et photographes commerciaux. La construction d’un imaginaire dans la production photographique des années 1860-1880","13-10-2011","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2011","Lionel Gauthier","Article","Texte intégral",6372,0,0,0,0,606,3236,1349,1181
"961","T0961","Entre patrimoine, tourisme et agriculture : difficulté d’un choix de gestion dans un espace multifonctionnel. Application aux chinampas de Xochimilco (Mexique)","27-05-2011","Rubriques Environnement, Nature, Paysage 2011","Céline Clauzel","Article","Texte intégral",2005,0,0,0,0,602,479,381,543
"962","T0962","Comment mesurer la ségrégation urbaine ? Une contribution économique","16-10-2011","Rubriques Espace, Société, Territoire 2011","Élisabeth Tovar","Article","Texte intégral",7539,0,0,0,0,529,2399,2188,2423
"963","T0963","Marché foncier et espace social à Mascate, Oman","01-07-2011","Rubriques Espace, Société, Territoire 2011","Belgacem Mokhtar","Article","Texte intégral",2105,0,0,0,0,529,521,481,574
"964","T0964","Évolution spatio-temporelle d'une desserte de transport flexible simulée en sma","23-10-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Adrien Lammoglia","Article","Texte intégral",5340,0,0,0,0,516,2285,1185,1354
"965","T0965","Pinson G., 2009, Gouverner la ville par projet, urbanisme et gouvernance des villes européennes, Presses de Science Po, Paris, 418 p.","04-05-2011","Vie Scientifique Revue de livres 2011","Maïté Verdol","Compte-rendu","Texte intégral",1297,0,0,0,0,500,184,331,282
"966","T0966","The symbolism of place: a geography of relationships between space, power and identity","30-10-2011","Rubriques Politique, Culture, Représentations 2011","Jérôme MonnetAngéla Verdier","Article","Texte intégral",8673,0,0,0,0,496,2635,2768,2774
"967","T0967","Poupeau F., François J.-C., 2008, Le sens du placement. Ségrégation résidentielle et ségrégation scolaire, Paris, Raisons d’Agir, 229 p.","18-01-2011","Vie Scientifique Revue de livres 2011","Zoé Boularan","Compte-rendu","Texte intégral",945,0,0,0,0,474,115,183,173
"968","T0968","L’accès aux soins des migrants en France et la « culture de l’initiative locale ». Une analyse des contextes locaux à l’épreuve des orientations nationales","21-11-2011","Rubriques Espace, Société, Territoire 2011","Anne-Cécile Hoyez","Article","Texte intégral",5158,0,0,0,0,470,1730,1480,1478
"969","T0969","Baron M., Cunningham-Sabot E., Grasland C., Rivière D., Van Hamme G. (dir), 2010, Villes et régions européennes en décroissance. Maintenir la cohésion territoriale, Paris, Lavoisier, Série Aménagement et Gestion du territoire, 345 p.","29-04-2011","Vie Scientifique Revue de livres 2011","Clémentine Cottineau","Compte-rendu","Texte intégral",845,0,0,0,0,467,152,111,115
"970","T0970","Methods for mapping regional trends of HIV prevalence from Demographic and Health Surveys (DHS)","26-10-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Joseph LarmarangeRoselyne ValloSeydou YaroPhilippe MsellatiNicolas Méda","Article","Texte intégral",4946,0,0,0,0,456,1463,1138,1889
"971","T0971","Dumont M., Hellier E., 2010, Les nouvelles périphéries urbaines : formes, logiques et modèles de la ville contemporaine, Rennes, Presses universitaires de Rennes, 218 p.","24-02-2011","Vie Scientifique Revue de livres 2011","Laurent Matthey","Compte-rendu","Texte intégral",1135,0,0,0,0,455,220,256,204
"972","T0972","Les inégalités spatiales de la qualité de l’air dans l’agglomération de Sfax et ses environs : Le cas Des températures, de la brise, du CO et SO2","25-10-2011","Rubriques Environnement, Nature, Paysage 2011","Salem DahechAbdelkarim DaoudGérard Beltrando","Article","Texte intégral",5954,0,0,0,0,447,2274,1550,1683
"973","T0973","Residential segregation in the largest French cities (1968-1999): in search of an urban model","22-10-2011","Rubriques Espace, Société, Territoire 2011","Markus SchwabeAngéla Verdier","Article","Texte intégral",3371,0,0,0,0,440,1333,854,744
"974","T0974","Cartographie 2.0 : le grand public, producteur de contenus et de savoirs géographiques avec le web 2.0","20-10-2011","Transversalités Science et Toile 2011","Boris MericskayStéphane Roche","Article","Texte intégral",5460,0,0,0,0,433,2078,1339,1610
"975","T0975","Construction d’une généalogie des territoires pour la représentation du changement","02-12-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Christine PlumejeaudMaher Ben RebahJérôme GenselMarlène Villanova-Oliver","Article","Texte intégral",1492,0,0,0,0,415,497,286,294
"976","T0976","Urban Built Form Grows Critical","20-11-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Romulo KraftaVinicius M. NettoLeonardo Lima","Article","Texte intégral",1666,0,0,0,0,408,523,421,314
"977","T0977","Lacoste Y., Lorot P., 2010, La géopolitique et le géographe. Entretiens avec Pascal Lorot, Paris, Choiseul Éditions, 268 p.","10-01-2011","Vie Scientifique Revue de livres 2011","Hadrien Commenges","Compte-rendu","Texte intégral",685,0,0,0,0,398,76,112,99
"978","T0978","Modalités et enjeux de l’insertion territoriale d’une université en ville moyenne. Approche à partir de la recherche scientifique à l’université de Pau et des Pays de l’Adour","29-11-2011","Rubriques Espace, Société, Territoire 2011","Myrtille MoreauFrédéric Tesson","Article","Texte intégral",3098,0,0,0,0,386,760,684,1268
"979","T0979","Au prisme des mots","20-12-2011","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2011","Vincent Capdepuy","Article","Texte intégral",7879,0,0,0,0,381,2960,1956,2582
"980","T0980","Les étiages : définitions hydrologique, statistique et seuils réglementaires","30-11-2011","Rubriques Environnement, Nature, Paysage 2011","Claire Lang Delus","Article","Texte intégral",8811,0,0,0,0,361,2698,2971,2781
"981","T0981","The tsunami in South-East Asia – a retrospective analysis of the management of an apocalyptic natural disaster","28-10-2011","Rubriques Environnement, Nature, Paysage 2011","Pierre OzerAngéla VerdierFlorence de Longueville","Article","Texte intégral",7261,0,0,0,0,333,1039,2627,3262
"982","T0982","Serigne Mansour Tall, 2009, Investir dans la ville africaine - Les émigrés et l'habitat à Dakar, Paris, Karthala, 286 p.","29-04-2011","Vie Scientifique Revue de livres 2011","Armelle Choplin","Compte-rendu","Texte intégral",797,0,0,0,0,323,136,214,124
"983","T0983","PPR, urbanisation et risques d’incendie de forêt dans les Pyrénées-Orientales : méthodes, enjeux, débats","19-10-2011","Rubriques Environnement, Nature, Paysage 2011","Christine Bouisset","Article","Texte intégral",4698,0,0,0,0,302,1900,1167,1329
"984","T0984","Strategies of environmental knowledge production facing land use changes: Insights from the Silvicultural Zoning Plan conflict in the Brazilian state of Rio Grande do Sul","21-12-2011","Rubriques Environnement, Nature, Paysage 2011","Pierre GautreauEduardo Vélez","Article","Texte intégral",3487,0,0,0,0,290,1686,734,777
"985","T0985","Hänsgen D., Lentz S. et Tzschaschel S. (dir.), 2010, Deutschlandatlas. Unser Land in 200 thematischen Karten, Primus Verlag, Darmstadt, 240 p.","27-01-2011","Vie Scientifique Revue de livres 2011","Antoine Laporte","Compte-rendu","Texte intégral",459,0,0,0,0,290,35,51,83
"986","T0986","The Price of Freedom","02-05-2011","Vie Scientifique Éditoriaux","Denise Pumain","Editorial","Texte intégral",485,0,0,0,0,264,89,78,54
"987","T0987","A study of the emergence of kinematic waves in targeted state car-following models of traffic","23-05-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Antoine TordeuxSylvain LassarreMichel Roussignol","Article","Texte intégral",888,0,0,0,0,259,184,203,242
"988","T0988","Fuzzy Difference Operators for Spatial Change Detection in 2D Spatial Scene","23-11-2011","Rubriques Systèmes, Modélisation, Géostatistiques 2011","Nadeem SalamatEl-hadi Zahzah","Article","Texte intégral",454,0,0,0,0,245,101,60,48
"989","T0989","Une métaphore de la démarche géographique et de l’histoire du XIXe siècle : L’Île Mystérieuse de Jules Verne (1874-75)","18-10-2011","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2011","Lionel Dupuy","Article","Texte intégral",3245,0,0,0,0,242,1147,990,866
"990","T0990","Cybergeo and the Consumer Society","04-11-2011","Vie Scientifique Éditoriaux","Christine KosmopoulosDenise Pumain","Editorial","Texte intégral",634,0,0,0,0,239,233,99,63
"991","T0991","Christaller, toujours vivant !","19-12-2011","Vie Scientifique Débats Des preuves par simulation","Arnaud BanosDiego MorenoCyril PivanoPatrick Taillandier","Article","Texte intégral",1640,0,0,0,0,222,558,428,432
"992","T0992","The spatial influence of Tunisian cities via the diffusion of innovative multi-site companies","16-12-2011","Rubriques Espace, Société, Territoire 2011","Amor Belhedi","Article","Texte intégral",4045,0,0,0,0,219,1877,920,1029
"993","T0993","Duhamel S., Moullé F. (dir.), 2010, Frontières et santé. Genèses et maillages des réseaux transfrontaliers. Paris, L'Harmattan, Collection « Géographie et cultures », 286 p.","13-11-2011","Vie Scientifique Revue de livres 2011","Julie Vallée","Compte-rendu","Texte intégral",724,0,0,0,0,218,179,157,170
"994","T0994","« Neue Kulturgeographie » - Débats et perspectives au sein de la nouvelle géographie culturelle germanophone","24-10-2011","Rubriques Epistémologie, Histoire de la Géographie, Didactique 2011","Mélina GermesGeorg GlaszeFlorian Weber","Article","Texte intégral",1305,0,0,0,0,208,465,338,294
"995","T0995","Un développement urbain durable politisé ou une politique de développement urbain durable ?","20-12-2011","Vie Scientifique Débats Mondialisation et pays du sud","Soufiane Boukarta","Article","Texte intégral",1995,0,0,0,0,199,881,518,397
"996","T0996","The “Paris Basin”, a metropolitan region","22-12-2011","Rubriques Espace, Société, Territoire 2011","Frédéric Gilli","Article","Texte intégral",3964,0,0,0,0,194,1682,1063,1025
"997","T0997","Lortic B., Couret D. (collab.), 2011, Manuel de cartographie rapide : de l’échelle de la région à celle du mobilier urbain, Marseille, IRD, 97 p.","15-12-2011","Vie Scientifique Revue de livres 2011","Joël Boulier","Compte-rendu","Texte intégral",595,0,0,0,0,168,259,110,58
